Run key adviser,Id,Name,Certification,Salary,Force,Specialty 
3374,659652745,Eric Sheridan,Chemical Engineer,22179,Intelligence,Egypt
3375,160725236,Joseph Salvemini,Microbiology,8495,Armored,Syria
3376,127480785,Rose Salcido,Physics,16419,Intelligence,Syria
3377,630226848,Gabriel Mcclendon,Computer Engineer,7298,Navy,Health-care
3378,68134832,David Underwood,Microbiology,12049,Navy,Gaza
3379,810260343,Martha Metivier,Automotive Enginee,21299,Air,Finance
3380,74351231,Marquita Alcala,Physics,13627,Armored,Lebanon
3381,621059261,Vernon Weitzman,Chemical Engineer,6006,Air,Syria
3382,470065366,James Dunigan,Automotive Enginee,19316,Armored,Health-care
3383,315273611,Donna Terry,Physics,14747,Intelligence,Enemy-psychology
3384,573593328,James Powell,Microbiology,16743,Intelligence,Explosives
3385,608115433,James Cully,Physics,23215,Air,Gaza
3386,61247602,James Seeley,Automotive Enginee,14778,Intelligence,Explosives
3387,713743906,Reba Elias,Astronomy,10178,Navy,Health-care
3388,172617060,Angela Seta,Biochemistry,5009,Infantry,Egypt
3389,369093363,Susan Stokes,Biochemistry,21967,Intelligence,Lebanon
3390,662650156,Jessica Ward,Biochemistry,10588,Air,Lebanon
3391,223333156,Evie Pearson,Physics,11435,Air,Gaza
3392,173151900,Robert Bartlett,Zoology,12494,Armored,Finance
3393,805780582,John Magee,Zoology,22053,Infantry,Gaza
3394,360144941,Patrick Lipkin,Chemical Engineer,20589,Intelligence,Health-care
3395,492720498,Delores Allison,Botany,13306,Intelligence,Animal training
3396,801078560,Terry Barnwell,Zoology,14747,Infantry,Gaza
3397,869772520,Carl Numbers,Zoology,29484,Air,Firearms
3398,737139677,Bella Vazquez,geology ,21015,Armored,Lebanon
3399,800310913,Lawrence Longoria,Chemistry,3425,Infantry,Egypt
3400,218704828,Kathy Tapp,Microbiology,10812,Armored,Egypt
3401,775310285,Robert Wethje,Biochemistry,19721,Intelligence,Gaza
3402,200469405,Susan Kercheval,Chemical Engineer,21330,Armored,Firearms
3403,8415153,James Mclane,Computer Engineer,10536,Intelligence,Enemy-psychology
3404,717228949,Elizabeth Sizer,Biochemistry,20251,Intelligence,Syria
3405,499355231,Raymond Alexander,Microbiology,18269,Armored,Gaza
3406,730158145,Maria Madden,Astronomy,24186,Navy,Syria
3407,755857958,William Cesena,Physics,8610,Air,Egypt
3408,717447213,Willy Johnson,Botany,17769,Infantry,Syria
3409,438049125,Joseph Lemos,Microbiology,21184,Air,Animal training
3410,750152329,Minnie Gonzalez,Botany,4749,Infantry,Lebanon
3411,40976026,Andrea Bissonnette,Chemistry,29346,Infantry,Enemy-psychology
3412,444843488,Dawn Rector,Chemistry,10081,Intelligence,Lebanon
3413,458915843,Annie Butler,Computer Engineer,28077,Air,Explosives
3414,246415670,Mary Smith,Chemistry,12717,Intelligence,Enemy-psychology
3415,768556336,John Holland,Zoology,6684,Intelligence,Finance
3416,790041188,Debra Johnson,Computer Engineer,4069,Intelligence,Enemy-psychology
3417,868216667,Mary Springer,Chemistry,28905,Armored,Enemy-psychology
3418,391524554,Russell Lunsford,Computer Engineer,10132,Infantry,Gaza
3419,439430460,Ranae Giese,Chemical Engineer,29669,Armored,Animal training
3420,549249344,Erik Fernandez,Chemistry,4101,Armored,Firearms
3421,990996216,William Foust,Astronomy,8239,Intelligence,Gaza
3422,310766221,Florence Cokley,geology ,14271,Navy,Explosives
3423,627054956,Stanley Coronel,Chemical Engineer,11708,Air,Finance
3424,323250745,Shona Martin,Physics,5266,Navy,Enemy-psychology
3425,821417267,Jennifer Farr,Chemical Engineer,28722,Intelligence,Syria
3426,135942464,John Cullen,Automotive Enginee,18903,Navy,Animal training
3427,923297294,Wilma Patrick,Physics,23131,Navy,Lebanon
3428,874516957,Kathleen Hicks,Computer Engineer,23443,Infantry,Health-care
3429,998808635,Edward Ayers,Astronomy,25257,Navy,Explosives
3430,51995432,Kathryn Contreras,Biochemistry,23782,Infantry,Firearms
3431,327386310,Joshua Sullivan,Biochemistry,11738,Intelligence,Firearms
3432,884326279,Theresa Botner,Biochemistry,26028,Infantry,Explosives
3433,153768069,Ronald Vasquez,Astronomy,25560,Infantry,Enemy-psychology
3434,856437111,Billy Mays,Botany,24368,Intelligence,Enemy-psychology
3435,332839624,Julia Ranger,Astronomy,29416,Infantry,Finance
3436,817479457,George Martinez,Computer Engineer,4470,Armored,Gaza
3437,609898328,Karl Marks,Automotive Enginee,17548,Intelligence,Syria
3438,718661298,Robert Szaflarski,Microbiology,9640,Intelligence,Health-care
3439,828357244,Amy Morrow,geology ,22787,Intelligence,Lebanon
3440,96779840,Samuel Traylor,geology ,9651,Navy,Health-care
3441,817857527,James Mora,Chemical Engineer,27294,Air,Explosives
3442,386110438,Spencer Rathke,Chemical Engineer,13808,Infantry,Gaza
3443,318672920,Jean Schoberg,Chemistry,23587,Air,Syria
3444,315048561,Elaine Austell,Botany,25332,Navy,Syria
3445,499814633,Rafael Cornwell,Chemical Engineer,14832,Navy,Explosives
3446,33626076,Michele Wiant,Computer Engineer,13849,Intelligence,Gaza
3447,508715866,Miguel Barraclough,Chemical Engineer,8719,Air,Lebanon
3448,209720434,Frances Cavazos,Botany,20731,Navy,Animal training
3449,706140469,Susan Kuhn,geology ,14305,Air,Explosives
3450,270831712,Scott Jones,Computer Engineer,26212,Infantry,Animal training
3451,427438172,Sammie Zuidema,Physics,29312,Intelligence,Animal training
3452,263239338,Laura Coley,Biochemistry,24061,Intelligence,Finance
3453,625941738,Laura Straton,Zoology,19254,Intelligence,Syria
3454,346745143,Cynthia Stevenson,Chemistry,6996,Infantry,Gaza
3455,726643938,John West,Automotive Enginee,16310,Intelligence,Egypt
3456,491641558,Courtney Lopez,Automotive Enginee,22382,Infantry,Enemy-psychology
3457,628541626,Wilford Williams,Computer Engineer,18395,Armored,Lebanon
3458,432094429,Amber Baughman,Chemical Engineer,13129,Air,Finance
3459,627811834,William Ervin,Biochemistry,6711,Navy,Finance
3460,20108564,Timothy Siebenaler,Physics,16522,Navy,Enemy-psychology
3461,298410670,Harry Cuesta,Biochemistry,15380,Infantry,Firearms
3462,186998949,Joseph Shireman,Botany,9803,Armored,Enemy-psychology
3463,952739788,Mark Cain,Chemical Engineer,17883,Armored,Lebanon
3464,338043498,Cory Mangione,Chemistry,26660,Air,Egypt
3465,142047044,Drew Gambill,Automotive Enginee,23113,Infantry,Gaza
3466,444819436,Rod Bankston,Chemical Engineer,25242,Navy,Lebanon
3467,92468186,Patricia Herrera,Computer Engineer,24683,Infantry,Gaza
3468,460007219,Janet Fuller,Chemical Engineer,11825,Intelligence,Firearms
3469,620885512,John Schuetze,Physics,18539,Armored,Lebanon
3470,607384039,Cedric Macko,geology ,10547,Navy,Animal training
3471,362784498,Theresa Cox,Botany,7101,Intelligence,Firearms
3472,941333574,Joshua Noble,Physics,3444,Intelligence,Explosives
3473,225799509,Kyle Balensiefen,Automotive Enginee,29359,Armored,Finance
3474,549655762,Vincent Wilson,Microbiology,15698,Armored,Enemy-psychology
3475,147788685,Allison Whitley,Biochemistry,10219,Air,Enemy-psychology
3476,394569907,Mary Liles,Automotive Enginee,8831,Infantry,Health-care
3477,382063411,Judith Smith,Automotive Enginee,16669,Infantry,Gaza
3478,940868851,Rachael Hartsock,Computer Engineer,11579,Intelligence,Finance
3479,622667364,Crystal Taylor,Microbiology,4891,Infantry,Health-care
3480,35567170,Kenneth Weiss,Chemistry,18755,Air,Animal training
3481,529330554,Jessie Skeeter,Zoology,24025,Intelligence,Firearms
3482,483255468,Lillie Harrod,Astronomy,9957,Armored,Syria
3483,84465582,Willie Graves,Biochemistry,8670,Intelligence,Animal training
3484,128846246,Francisco Sanders,geology ,27116,Armored,Animal training
3485,492623518,Jack Lamarre,geology ,11448,Infantry,Firearms
3486,644155844,Michael Jones,Microbiology,4497,Navy,Firearms
3487,400649733,Greg Fuentes,Chemical Engineer,5251,Navy,Enemy-psychology
3488,954974822,Michael Wright,Botany,5181,Air,Egypt
3489,307139420,Tami Andrews,Botany,10208,Armored,Firearms
3490,296899746,Mary Mccurdy,geology ,18659,Armored,Lebanon
3491,314734768,Rose Olmstead,Computer Engineer,27476,Armored,Explosives
3492,774934608,Mary Bivins,Zoology,9833,Armored,Firearms
3493,848631905,Mae Shen,Computer Engineer,24597,Intelligence,Firearms
3494,23190484,John White,Microbiology,14385,Infantry,Enemy-psychology
3495,125732007,Debra Youmans,Botany,15833,Armored,Egypt
3496,670910184,Richard Claytor,Botany,21537,Navy,Firearms
3497,763962273,Norma Merrell,Zoology,19420,Infantry,Syria
3498,909751158,Buster Robbins,Chemical Engineer,26716,Infantry,Enemy-psychology
3499,64461820,Carolyn Willet,Physics,19662,Navy,Syria
3500,291312271,Julia Mosley,Zoology,28638,Air,Syria
3501,806168388,Eric Veliz,Zoology,27231,Air,Finance
3502,827525380,James Montgomery,Botany,7389,Intelligence,Animal training
3503,958982237,Kathleen Stevenson,geology ,25196,Armored,Lebanon
3504,553022110,Denise Arruda,Biochemistry,27583,Navy,Explosives
3505,332713778,Tabitha Henley,Microbiology,17974,Air,Health-care
3506,311085917,Carl Daniels,Biochemistry,19316,Navy,Animal training
3507,891893654,Craig May,Chemical Engineer,24257,Armored,Enemy-psychology
3508,118858047,Carole Mcferren,geology ,13445,Armored,Health-care
3509,898745181,Vicki Rotondo,Zoology,5691,Intelligence,Enemy-psychology
3510,366505582,Veronica Seaman,Zoology,27538,Air,Syria
3511,658637702,Ryan Kintopp,Automotive Enginee,5502,Navy,Egypt
3512,208771195,Brian Lowery,Physics,25934,Infantry,Syria
3513,975333615,Jessica Allen,Chemical Engineer,25481,Air,Gaza
3514,452191928,Goldie Frazee,Botany,4227,Armored,Firearms
3515,43953345,Linda Miller,Astronomy,14735,Navy,Animal training
3516,519204173,Jacob Atherton,geology ,16647,Intelligence,Firearms
3517,35987466,Tracy Saroop,Biochemistry,15058,Intelligence,Explosives
3518,733184492,Julie Mccabe,Biochemistry,22534,Air,Health-care
3519,266933905,George Sherrow,Chemistry,14469,Intelligence,Animal training
3520,133807238,Aimee Staker,Automotive Enginee,8571,Navy,Lebanon
3521,224453174,William Conley,Botany,15948,Intelligence,Syria
3522,353694485,Dean Ross,Biochemistry,24360,Armored,Enemy-psychology
3523,487222173,Erma Garcia,Chemistry,6340,Air,Egypt
3524,93246889,Sheldon Minor,Computer Engineer,29392,Infantry,Animal training
3525,220497391,Jeffrey Engram,Automotive Enginee,12426,Infantry,Animal training
3526,540000886,Cheryl Spengler,Botany,4889,Intelligence,Animal training
3527,326066846,Cory Miranda,Zoology,21974,Infantry,Health-care
3528,926768131,Amelia Creed,Physics,8052,Air,Lebanon
3529,770294806,Jordan Gilbert,Biochemistry,6541,Armored,Egypt
3530,238799032,Helen Paterson,Chemical Engineer,20069,Intelligence,Syria
3531,536898011,Enrique Hevner,Computer Engineer,26368,Infantry,Syria
3532,945951914,Fumiko Bradfield,Automotive Enginee,25121,Armored,Enemy-psychology
3533,900026106,Henry Williamson,Zoology,24905,Intelligence,Lebanon
3534,858786084,Victor Taylor,Microbiology,24176,Intelligence,Enemy-psychology
3535,965102741,Nancy Prospero,Astronomy,27404,Infantry,Firearms
3536,359798459,James Johnson,Botany,25578,Armored,Lebanon
3537,53155159,Doris Rush,Botany,10168,Navy,Health-care
3538,154321886,Chris Dunbar,Chemistry,7119,Intelligence,Health-care
3539,167625793,Cathi Eaton,Astronomy,25217,Air,Finance
3540,347326802,Rachel Hall,Zoology,18033,Air,Enemy-psychology
3541,335278847,Norbert Faith,Chemical Engineer,21829,Infantry,Gaza
3542,226209723,Dorothy Barr,Biochemistry,8838,Navy,Finance
3543,830544701,Hector Wilds,Biochemistry,5993,Armored,Syria
3544,936109800,Renea Damore,geology ,15163,Navy,Health-care
3545,917492749,Adrien Magnanti,Chemical Engineer,5174,Intelligence,Lebanon
3546,571436381,Ella Smullen,Automotive Enginee,18656,Intelligence,Firearms
3547,946285971,Ronald Millard,Computer Engineer,11113,Navy,Enemy-psychology
3548,468279808,Jeff Rogers,Biochemistry,9321,Intelligence,Firearms
3549,723199290,William Tart,Physics,19931,Infantry,Firearms
3550,759518031,Robby Roberson,Biochemistry,20043,Infantry,Explosives
3551,383537098,Casey Martin,Microbiology,23271,Navy,Explosives
3552,613316307,Cristi Shannon,Physics,9488,Infantry,Animal training
3553,945582756,Jennifer Tran,Zoology,11351,Armored,Gaza
3554,892728926,Mary Tripp,Botany,20110,Intelligence,Egypt
3555,256640996,Leighann Holmes,Botany,15440,Armored,Enemy-psychology
3556,231736035,Helen Windham,Microbiology,20839,Armored,Lebanon
3557,972285060,Sarah Dowdy,Microbiology,27222,Navy,Egypt
3558,700745695,Tara Johnson,Microbiology,4865,Infantry,Egypt
3559,568641693,John Reeder,Physics,7019,Armored,Finance
3560,980830592,Alfred Henderson,Microbiology,7283,Intelligence,Firearms
3561,899090813,Stacia Hall,Biochemistry,18857,Air,Enemy-psychology
3562,174297736,Mary Branch,Botany,17390,Armored,Firearms
3563,562900056,Jackson Soroka,Chemical Engineer,13185,Infantry,Health-care
3564,251166522,Alice Chase,Biochemistry,26171,Intelligence,Egypt
3565,63366102,John Hayes,Physics,29824,Air,Health-care
3566,222998814,Arthur Rogers,Zoology,23063,Air,Firearms
3567,277619737,Raymond Downey,Botany,11243,Navy,Finance
3568,772863749,Hazel Wood,Microbiology,28306,Intelligence,Health-care
3569,706889062,Ester Welke,Microbiology,22085,Navy,Egypt
3570,491990915,Rachel Zanes,Computer Engineer,25039,Air,Gaza
3571,425453139,Tracy Healey,Biochemistry,26685,Air,Egypt
3572,468688525,Sandra Tucker,Astronomy,4957,Intelligence,Health-care
3573,886957406,Betty Sanchez,Automotive Enginee,20665,Intelligence,Health-care
3574,908048943,Robert Solomon,Botany,22263,Armored,Gaza
3575,222854301,Lewis Ferguson,Microbiology,26271,Air,Syria
3576,24716000,Austin Sumlin,Zoology,23930,Air,Health-care
3577,761725168,Maria Labo,Astronomy,28846,Armored,Firearms
3578,516834821,Darryl Light,Microbiology,17149,Air,Finance
3579,545119666,John Woods,geology ,9574,Intelligence,Syria
3580,284151487,Alaina Shea,Botany,14629,Armored,Syria
3581,242194742,Holly Draggoo,Automotive Enginee,14043,Infantry,Egypt
3582,138410638,Evonne Fountain,Chemical Engineer,13337,Navy,Health-care
3583,208075836,Edith Foltz,Biochemistry,22898,Infantry,Egypt
3584,136981546,Ira Jones,Zoology,4014,Air,Gaza
3585,469990740,Sherry Bosley,Astronomy,5353,Infantry,Egypt
3586,439729882,Jody Bennett,Zoology,5402,Armored,Syria
3587,43086084,Lynda Borges,Chemical Engineer,10920,Intelligence,Syria
3588,250229471,Michael Thurston,Biochemistry,23413,Air,Lebanon
3589,359267448,Jae Moore,geology ,15224,Infantry,Animal training
3590,13176297,Lana Schulweis,Microbiology,15753,Intelligence,Lebanon
3591,983548648,Lela Crutcher,Chemical Engineer,15089,Infantry,Gaza
3592,969233242,Mike Fudge,Botany,22217,Navy,Syria
3593,971710959,Willie Roy,Automotive Enginee,24023,Air,Enemy-psychology
3594,769751584,Patrick Wade,Biochemistry,26270,Intelligence,Explosives
3595,63419345,Gayla Vasquez,Computer Engineer,19682,Infantry,Explosives
3596,105698400,Kenneth Alba,Computer Engineer,25035,Armored,Firearms
3597,495139839,Byron Chilcott,Microbiology,8703,Armored,Health-care
3598,906017586,Joseph Small,Chemical Engineer,23945,Air,Animal training
3599,659524534,Kathy Cotten,Botany,13893,Armored,Firearms
3600,923553115,Jacob Matchette,Biochemistry,18828,Air,Enemy-psychology
3601,55174954,Ramonita Alegre,Chemical Engineer,8655,Infantry,Egypt
3602,740862454,Glen Ledger,Physics,18482,Air,Syria
3603,212279267,Christina Chan,Automotive Enginee,4050,Infantry,Lebanon
3604,709372084,Fritz Hall,Botany,26177,Air,Gaza
3605,287696709,Carmen Davis,Zoology,23340,Navy,Egypt
3606,16562298,Laura Knight,Botany,4688,Infantry,Lebanon
3607,594356142,Mike Lucas,Botany,25340,Navy,Explosives
3608,333708052,John Whitmer,geology ,22282,Infantry,Enemy-psychology
3609,783486177,Diana Stephens,Chemistry,10019,Navy,Syria
3610,998139311,Jonathan Haggerty,Zoology,13985,Infantry,Health-care
3611,431888147,Lois Davis,Automotive Enginee,6256,Navy,Finance
3612,996172541,Grace Collins,Botany,7258,Armored,Health-care
3613,200763358,Paul Bates,Biochemistry,7405,Armored,Egypt
3614,56221322,Rick Currence,Microbiology,18146,Infantry,Lebanon
3615,875469451,Jeff Linke,Astronomy,9600,Navy,Firearms
3616,429169405,Joan Cranford,Biochemistry,29169,Air,Finance
3617,727088681,Cindy Thomas,Chemical Engineer,21541,Intelligence,Health-care
3618,465841238,Mickie Lund,Physics,14168,Infantry,Egypt
3619,992466698,Joseph Amaya,Physics,17867,Air,Firearms
3620,529055151,Maria Schwulst,Chemical Engineer,7443,Intelligence,Gaza
3621,846650542,Ginger Monahan,geology ,18898,Intelligence,Enemy-psychology
3622,355098090,Lorelei Wint,Astronomy,21073,Infantry,Explosives
3623,966926489,George Isaacs,Biochemistry,9837,Infantry,Lebanon
3624,102655297,Charles Martinez,Chemical Engineer,5087,Air,Health-care
3625,171832003,Felicia Mees,Chemistry,28796,Intelligence,Explosives
3626,712102531,Van Ha,Botany,15515,Air,Egypt
3627,617750656,Ashley Bates,Astronomy,19175,Intelligence,Finance
3628,738425164,Aaron Jones,Chemical Engineer,12271,Armored,Firearms
3629,300635832,Ofelia Crockett,Microbiology,14914,Intelligence,Gaza
3630,430156522,Shelley Thomas,Chemistry,19435,Infantry,Health-care
3631,610421582,Constance Thibodeaux,Computer Engineer,5121,Intelligence,Enemy-psychology
3632,763526315,Michelle Richardson,Astronomy,8730,Infantry,Animal training
3633,280874190,Elizabeth Delaine,Computer Engineer,14265,Armored,Syria
3634,583364838,Katherine Spencer,Automotive Enginee,28277,Armored,Egypt
3635,125553902,Tammy Graham,Astronomy,7113,Intelligence,Enemy-psychology
3636,339413583,Mary Lemus,Chemistry,20606,Intelligence,Syria
3637,140180323,Howard Kawai,Biochemistry,17516,Infantry,Syria
3638,578690901,Wayne Awalt,Astronomy,12528,Air,Gaza
3639,16724998,John Tietjen,Botany,29907,Armored,Gaza
3640,357706391,Wayne Thiel,Zoology,14470,Air,Animal training
3641,22013707,James Rahim,Chemistry,29858,Infantry,Health-care
3642,829810224,Dominique Jones,Computer Engineer,4082,Intelligence,Explosives
3643,346226433,Byron Florez,Chemistry,25161,Intelligence,Lebanon
3644,95320871,Gary Workman,Automotive Enginee,16576,Air,Explosives
3645,234699324,Michael Thomas,Physics,15744,Intelligence,Explosives
3646,157680918,Wesley Weisgarber,Biochemistry,17621,Navy,Animal training
3647,189934330,Kathy Griggs,geology ,20916,Intelligence,Enemy-psychology
3648,258930279,Kevin Greer,Botany,11507,Armored,Firearms
3649,626333820,Valentine Morrow,Astronomy,29266,Armored,Explosives
3650,384079820,Sharon Whitson,Microbiology,8408,Navy,Egypt
3651,820938127,Katherine Frazier,Biochemistry,15960,Navy,Animal training
3652,551757675,Clayton Hughey,Astronomy,12634,Infantry,Animal training
3653,124689417,Ricky Randolph,geology ,17104,Air,Explosives
3654,875986130,Cynthia Corsaut,Chemical Engineer,26533,Infantry,Egypt
3655,99190668,John Lopez,Chemical Engineer,6260,Air,Egypt
3656,338508531,Laurie Caneva,Biochemistry,20505,Intelligence,Firearms
3657,70273873,Curtis Doughty,Astronomy,18878,Armored,Egypt
3658,933842105,Warren Baker,Computer Engineer,20170,Navy,Enemy-psychology
3659,55589802,Mary Thompson,geology ,20787,Armored,Firearms
3660,185522970,Ashley White,Chemical Engineer,21457,Air,Lebanon
3661,850503238,Mary Edwards,Physics,13765,Navy,Lebanon
3662,575023566,Kenneth Dejong,Chemistry,24989,Armored,Health-care
3663,343227698,Cesar Kerns,Physics,14575,Infantry,Syria
3664,171752071,Billie Mccloskey,Microbiology,28117,Armored,Lebanon
3665,341151391,Elois Sanchez,geology ,17460,Navy,Health-care
3666,925355375,Barbara Castro,Microbiology,22259,Armored,Explosives
3667,443367182,Timothy Dixon,Chemistry,9198,Navy,Enemy-psychology
3668,814547560,Steven Justice,Botany,17844,Armored,Firearms
3669,952325140,Norma Brown,Chemical Engineer,12447,Armored,Finance
3670,884640592,Samuel Eadie,Zoology,11757,Navy,Gaza
3671,363793593,Angelina Dome,Chemistry,10419,Intelligence,Explosives
3672,741325684,James Peters,Biochemistry,15279,Navy,Egypt
3673,58626101,Nicole Tucker,Botany,20529,Armored,Syria
3674,864317071,Robyn Mossman,Chemical Engineer,12248,Intelligence,Enemy-psychology
3675,38586788,Paul Domingues,Chemistry,4322,Air,Animal training
3676,774246059,Werner Cordova,Zoology,7996,Navy,Finance
3677,319873150,Jesus Taylor,Chemistry,20624,Air,Explosives
3678,393657310,James Henson,Automotive Enginee,11418,Navy,Health-care
3679,151432747,Mallory Paro,Zoology,18730,Air,Enemy-psychology
3680,968576889,Robert Carter,Microbiology,28663,Armored,Lebanon
3681,675664147,William Sharp,geology ,3003,Infantry,Finance
3682,72432446,Norma Boyles,Automotive Enginee,27286,Intelligence,Finance
3683,157317401,Lindsey Sikes,geology ,16243,Intelligence,Finance
3684,762411377,Kathy Conner,Physics,9647,Intelligence,Firearms
3685,341147789,John Boyd,Chemistry,27808,Navy,Gaza
3686,292837308,Michael Chevez,Botany,20890,Air,Egypt
3687,918660161,Rodney Labarbera,Botany,25430,Infantry,Lebanon
3688,130437326,Sarah Speck,Astronomy,21232,Intelligence,Finance
3689,435012472,Ruben Abela,Physics,21003,Navy,Syria
3690,693636642,Curtis Barnes,Physics,21927,Infantry,Health-care
3691,517614103,Margaret Horal,Biochemistry,4840,Navy,Health-care
3692,77886173,Lawrence Thompson,Physics,25458,Armored,Egypt
3693,340444565,Charles Massey,Botany,23112,Navy,Enemy-psychology
3694,284360321,Suzanne Weinberg,Astronomy,17405,Intelligence,Health-care
3695,262679307,Vivian Thomas,Computer Engineer,19144,Air,Firearms
3696,574573692,Marie Witkowski,geology ,7869,Armored,Enemy-psychology
3697,178158390,Tracy Hoehn,Astronomy,6945,Air,Syria
3698,759025463,Julia Hayes,Astronomy,13853,Intelligence,Gaza
3699,200282887,Heather Randolph,Botany,7224,Navy,Enemy-psychology
3700,204265089,Elaine Phillips,Chemistry,7694,Intelligence,Syria
3701,569941885,Micaela Holton,Automotive Enginee,25899,Intelligence,Animal training
3702,480499581,Michael Hurst,geology ,4072,Intelligence,Egypt
3703,820336934,Carrie Valdez,Computer Engineer,22714,Air,Animal training
3704,684181219,John Tobar,Astronomy,29466,Infantry,Gaza
3705,759470053,Antonio Schnakenberg,Physics,18357,Armored,Egypt
3706,495340338,Jack Gray,Chemistry,21998,Intelligence,Explosives
3707,832930679,Lucille Burk,geology ,10712,Navy,Enemy-psychology
3708,88061557,Jung Parker,Astronomy,21958,Air,Finance
3709,709902339,Pamela Kennedy,Chemical Engineer,13511,Air,Egypt
3710,528985675,Christy Snow,Chemistry,15330,Navy,Health-care
3711,567136382,Karen Lawson,Computer Engineer,3658,Armored,Egypt
3712,510855542,Greg Benson,Automotive Enginee,18686,Navy,Gaza
3713,935060301,Newton Powell,Astronomy,26751,Intelligence,Finance
3714,690129983,Martha Jackson,Chemistry,27979,Infantry,Finance
3715,401439871,Julie Rouse,geology ,24653,Navy,Gaza
3716,139237048,Mary Price,Botany,24766,Navy,Health-care
3717,444056771,Debra Kanas,Zoology,10240,Air,Syria
3718,823319778,John Phipps,Chemical Engineer,19297,Navy,Explosives
3719,238727028,James Thomas,Automotive Enginee,10096,Infantry,Explosives
3720,280332118,Travis Finley,Chemistry,8864,Intelligence,Gaza
3721,470357746,Bernard Torres,Automotive Enginee,22604,Navy,Animal training
3722,656304401,Bradley Davis,Chemistry,25053,Intelligence,Syria
3723,607239304,Daniel Shope,Botany,19411,Intelligence,Syria
3724,982892268,Karen Rivas,Computer Engineer,24789,Armored,Animal training
3725,271986379,Stephanie Jackson,Chemistry,3639,Air,Gaza
3726,370677906,Angela Owens,Computer Engineer,19901,Navy,Enemy-psychology
3727,870790325,Steve Hutchinson,geology ,7581,Armored,Health-care
3728,52191299,Ernest Haskins,Zoology,27675,Intelligence,Animal training
3729,595730185,Carrie Yarrington,Botany,26107,Infantry,Syria
3730,289051664,Ana Brookhart,geology ,6260,Air,Health-care
3731,748243955,Rebbecca Boyle,Botany,20240,Armored,Animal training
3732,722431216,Betty Palmer,Microbiology,9730,Armored,Health-care
3733,36934928,Jennifer Mason,Computer Engineer,24829,Navy,Enemy-psychology
3734,88985878,Jean Recker,Computer Engineer,13601,Intelligence,Lebanon
3735,319042076,Sarah Renfrew,Chemical Engineer,21627,Intelligence,Lebanon
3736,626639555,Tamekia Groce,Computer Engineer,25624,Infantry,Explosives
3737,578786168,Sue Johnson,Biochemistry,23403,Infantry,Egypt
3738,844381618,Juan Hansell,Botany,27012,Intelligence,Lebanon
3739,600267091,Kayla Kiefer,Biochemistry,12828,Intelligence,Lebanon
3740,252257170,Charles Harding,Physics,23650,Infantry,Egypt
3741,327416926,Oralia Sterling,Computer Engineer,10161,Intelligence,Health-care
3742,218570377,Barbara Shipley,Chemical Engineer,3710,Navy,Syria
3743,964494846,Tasha Mitchell,Zoology,26333,Armored,Gaza
3744,38027774,David Villalobos,Physics,10059,Air,Lebanon
3745,183587894,Darci Pacheco,Astronomy,4945,Armored,Explosives
3746,183614118,Jonathan Townsend,Automotive Enginee,6764,Infantry,Lebanon
3747,373299613,Rick Mallow,Physics,26055,Air,Explosives
3748,170141102,Anne Lancaster,Microbiology,25029,Armored,Firearms
3749,797222862,Victoria Smallwood,Computer Engineer,24897,Navy,Finance
3750,994731461,Earl Kryder,Chemical Engineer,11807,Infantry,Enemy-psychology
3751,459157830,Cynthia Toland,Biochemistry,19179,Infantry,Gaza
3752,522893552,Tony Cahoon,Chemistry,3250,Infantry,Syria
3753,610929252,Crystal Craft,Physics,8081,Navy,Syria
3754,924727564,Marilyn Adams,Biochemistry,20054,Intelligence,Finance
3755,60886614,Billy Mccarley,Microbiology,9072,Armored,Health-care
3756,972415260,Michael Walsh,geology ,17651,Intelligence,Finance
3757,137978923,Nelda Long,Chemistry,23228,Intelligence,Syria
3758,686787728,Jim Hunter,Microbiology,23421,Air,Finance
3759,711222024,Joann Ledon,Automotive Enginee,7666,Armored,Finance
3760,946486425,Karen Rogers,Biochemistry,23838,Intelligence,Firearms
3761,848761412,Joyce Spivey,geology ,29578,Armored,Finance
3762,606082868,Ernest Brown,Chemistry,18925,Intelligence,Animal training
3763,140301128,Marc Reeves,Chemistry,14728,Armored,Firearms
3764,237016329,Diann Ferris,Microbiology,27396,Air,Syria
3765,626733945,Brenda Coleman,Computer Engineer,18066,Armored,Egypt
3766,729960564,Dorothy Keeling,Computer Engineer,8668,Navy,Lebanon
3767,506936358,Debrah Bishop,Automotive Enginee,29300,Infantry,Finance
3768,146551750,Ann Mejia,Automotive Enginee,17398,Infantry,Syria
3769,725446749,Debra Bryant,Chemistry,26690,Intelligence,Enemy-psychology
3770,776559777,Sonya Kerfien,Microbiology,4407,Navy,Gaza
3771,351870613,Mark Cassidy,Chemistry,19902,Intelligence,Egypt
3772,521286876,James Glover,Botany,17553,Navy,Finance
3773,72447754,Judith Liu,Biochemistry,14619,Navy,Firearms
3774,884677850,Donna Rogers,Chemical Engineer,28226,Air,Health-care
3775,861953645,Natasha Stanley,Computer Engineer,6529,Navy,Health-care
3776,175915683,Andrew Horton,Zoology,7156,Navy,Gaza
3777,980374770,Theo Niemczyk,Botany,15849,Armored,Finance
3778,628686603,Marie Mathes,geology ,12203,Air,Health-care
3779,933789033,Lorretta Mercier,Biochemistry,27493,Intelligence,Health-care
3780,495812940,George Petersen,Microbiology,6048,Armored,Animal training
