Run key reserves,Run key soldiers,Salary per day,Reserve contact,Days served,Last recruited Date,Reserve training
558,3348,388,0508887740,209,2018-03-10,medic
559,3354,447,0506794922,678,2019-03-12,medic
560,3360,765,0502433649,904,2017-11-11,commander
561,3366,784,0502677675,169,2016-05-10,scout
562,3372,740,0501693681,567,2016-06-14,sniper
563,3378,777,0504251354,694,2014-03-17,driver
564,3384,505,0508442955,481,2015-02-20,commander
565,3390,372,0506787087,198,2018-04-08,commander
566,3396,243,0505022050,240,2012-04-03,scout
567,3402,252,0503024010,160,2017-06-17,commander
568,3408,373,0509089923,283,2012-02-25,heavy machine-gun
569,3414,484,0503656655,927,2012-05-14,heavy machine-gun
570,3420,469,0509014378,803,2013-09-16,explosives
571,3426,678,0504731301,240,2018-09-04,heavy machine-gun
572,3432,793,0501263821,193,2014-05-09,sniper
573,3438,262,0505119636,801,2012-08-20,scout
574,3444,245,0506482932,824,2018-12-02,grandes
575,3450,297,0501996268,726,2013-05-02,scout
576,3456,432,0503411051,62,2017-01-20,anti-air
577,3462,624,0504485306,680,2017-06-23,sniper
578,3468,716,0509497989,707,2013-07-13,medic
579,3474,775,0509217721,181,2018-02-22,driver
580,3480,281,0503142133,231,2014-01-18,medic
581,3486,640,0503498520,586,2016-08-28,driver
582,3492,618,0509546011,106,2013-06-20,communication
583,3498,308,0501567224,555,2014-05-31,scout
584,3504,340,0504798285,512,2018-01-02,driver
585,3510,501,0507907072,730,2014-06-14,medic
586,3516,439,0501042841,996,2018-08-28,medic
587,3522,480,0504884542,816,2011-12-21,sniper
588,3528,538,0503355762,361,2014-12-31,medic
589,3534,434,0502459847,692,2017-11-17,scout
590,3540,662,0508541519,761,2016-02-03,explosives
591,3546,378,0503006964,465,2012-11-09,commander
592,3552,767,0504473676,905,2015-06-09,communication
593,3558,612,0504678460,60,2017-10-23,explosives
594,3564,582,0501004906,336,2017-07-24,communication
595,3570,660,0506681848,389,2012-06-04,explosives
596,3576,743,0501153153,777,2013-05-13,anti-air
597,3582,233,0501857985,471,2017-12-06,grandes
598,3588,622,0503981250,855,2012-09-30,explosives
599,3594,242,0503280695,876,2017-05-03,scout
600,3600,245,0508708861,765,2015-12-29,explosives
601,3606,493,0509749138,465,2012-09-20,explosives
602,3612,603,0504454554,153,2019-02-07,heavy machine-gun
603,3618,657,0506196332,784,2014-08-28,grandes
604,3624,236,0509260594,542,2014-02-24,anti-air
605,3630,403,0504037731,321,2017-01-06,grandes
606,3636,298,0506575244,75,2017-06-05,scout
607,3642,498,0508997802,396,2015-10-06,grandes
608,3648,780,0507598414,630,2014-06-05,anti-air
609,3654,757,0505643987,935,2015-04-06,medic
610,3660,765,0508297403,862,2016-11-02,scout
611,3666,350,0507974784,659,2016-03-06,explosives
612,3672,794,0505147427,128,2013-04-20,communication
613,3678,799,0505729874,10,2016-09-11,anti-air
614,3684,308,0509840282,702,2012-06-21,grandes
615,3690,640,0509396636,912,2017-09-26,sniper
616,3696,622,0501694601,610,2012-08-13,sniper
617,3702,596,0502336310,99,2018-07-20,anti-air
618,3708,752,0509910533,467,2015-06-04,explosives
619,3714,728,0506620089,836,2013-06-16,explosives
620,3720,733,0506533023,668,2017-10-07,medic
621,3726,769,0501248112,293,2018-09-04,anti-air
622,3732,467,0508169413,415,2018-02-14,communication
623,3738,486,0504587078,334,2016-07-14,anti-air
624,3744,332,0505566629,587,2017-09-03,communication
625,3750,683,0506682916,756,2018-09-01,anti-air
626,3756,538,0502631027,91,2014-03-11,medic
627,3762,545,0509519257,957,2019-03-14,medic
628,3768,608,0509137654,591,2012-04-19,grandes
629,3774,247,0505275544,159,2017-02-03,sniper
630,3780,543,0505782522,26,2019-02-10,heavy machine-gun
631,3786,644,0507604233,762,2011-12-21,medic
632,3792,310,0508723838,357,2012-12-02,communication
633,3798,573,0508627757,114,2014-02-27,sniper
634,3804,769,0506871284,759,2015-04-08,communication
635,3810,729,0509207080,824,2013-05-02,grandes
636,3816,373,0501956483,562,2014-12-12,heavy machine-gun
637,3822,660,0503093688,245,2018-09-10,driver
638,3828,271,0505688926,178,2013-01-30,sniper
639,3834,382,0509020864,517,2013-06-23,communication
640,3840,523,0507710298,241,2013-10-25,explosives
641,3846,337,0508497650,425,2014-09-06,grandes
642,3852,462,0506565313,687,2015-10-26,grandes
643,3858,509,0509229780,696,2018-05-07,heavy machine-gun
644,3864,327,0505142992,114,2017-05-18,explosives
645,3870,646,0504174358,899,2015-10-23,explosives
646,3876,440,0501391949,543,2017-04-26,scout
647,3882,382,0505284650,998,2019-02-10,explosives
648,3888,623,0504722042,742,2013-10-21,scout
649,3894,796,0501001931,997,2016-08-26,explosives
650,3900,334,0506057033,922,2013-04-19,heavy machine-gun
651,3906,700,0509919414,725,2017-09-02,heavy machine-gun
652,3912,769,0504618931,777,2014-04-27,heavy machine-gun
653,3918,238,0507048111,120,2014-02-12,medic
654,3924,569,0509629897,659,2016-08-07,driver
655,3930,686,0507551503,739,2017-08-30,anti-air
656,3936,679,0501363737,93,2016-10-25,scout
657,3942,499,0503346072,178,2016-07-26,scout
658,3948,469,0501348658,587,2017-11-10,heavy machine-gun
659,3954,748,0504471315,406,2014-04-08,explosives
660,3960,533,0501589863,879,2013-04-11,driver
661,3966,701,0504642461,628,2013-11-16,driver
662,3972,677,0507964748,645,2015-02-13,medic
663,3978,234,0508913962,478,2012-10-17,sniper
664,3984,381,0504189986,527,2016-06-08,heavy machine-gun
665,3990,418,0503048223,284,2013-10-31,scout
666,3996,286,0501265683,222,2017-05-09,sniper
667,4002,449,0501677356,790,2014-03-26,anti-air
668,4008,574,0502014504,493,2015-05-22,communication
669,4014,741,0502513441,989,2013-08-12,sniper
670,4020,243,0505917522,623,2016-02-23,anti-air
671,4026,766,0502403122,838,2016-07-19,sniper
672,4032,344,0506640483,52,2013-11-03,heavy machine-gun
673,4038,391,0509133628,959,2013-04-18,explosives
674,4044,233,0505003704,765,2012-05-19,explosives
675,4050,774,0502289869,83,2018-04-05,medic
676,4056,705,0501008675,814,2016-11-26,commander
677,4062,657,0504408427,93,2018-07-25,heavy machine-gun
678,4068,579,0507421729,819,2012-09-27,grandes
679,4074,234,0502380718,372,2014-07-05,scout
680,4080,513,0508027172,156,2015-03-21,scout
681,4086,711,0506233223,323,2019-02-28,heavy machine-gun
682,4092,708,0503663843,488,2016-04-11,driver
683,4098,738,0505233928,685,2017-08-03,grandes
684,4104,745,0505754828,381,2014-07-14,medic
685,4110,576,0509646829,589,2012-05-14,grandes
686,4116,676,0507636614,468,2012-08-19,heavy machine-gun
687,4122,209,0503501716,809,2012-04-15,communication
688,4128,758,0507768326,401,2013-06-01,explosives
689,4134,406,0507815435,44,2016-07-10,scout
690,4140,640,0501001055,965,2019-02-16,scout
691,4146,526,0509522062,389,2012-08-05,medic
692,4152,405,0503962371,209,2018-12-22,medic
693,4158,487,0509720210,232,2019-01-03,communication
694,4164,747,0504253293,56,2015-11-26,communication
695,4170,478,0509049320,271,2014-12-01,anti-air
696,4176,643,0508054620,279,2013-04-14,commander
697,4182,608,0504651934,320,2013-08-05,communication
698,4188,759,0509676151,358,2018-06-28,commander
699,4194,569,0509655738,541,2013-09-13,commander
700,4200,392,0503281785,468,2015-12-27,scout
701,4206,790,0508535664,14,2016-08-24,sniper
702,4212,238,0502686103,843,2017-05-26,driver
703,4218,368,0503654977,893,2014-03-07,anti-air
704,4224,362,0504492940,871,2018-11-26,communication
705,4230,214,0509441613,376,2014-05-25,sniper
706,4236,463,0503465055,225,2017-05-23,medic
707,4242,770,0506467414,105,2017-02-21,driver
708,4248,443,0508235187,438,2016-11-19,anti-air
709,4254,566,0506431166,744,2017-08-17,medic
710,4260,705,0501458781,308,2019-01-06,explosives
711,4266,405,0503265749,440,2016-10-07,sniper
712,4272,323,0505127952,467,2017-06-19,communication
713,4278,235,0505488256,960,2019-03-12,medic
714,4284,509,0503401548,580,2018-05-06,scout
715,4290,633,0502049468,435,2012-04-19,sniper
716,4296,320,0509437003,838,2013-05-19,medic
717,4302,463,0502892194,797,2016-11-25,communication
718,4308,500,0504479556,251,2014-12-12,explosives
719,4314,768,0504887149,976,2017-05-26,driver
720,4320,334,0506408641,315,2012-11-05,communication
721,4326,587,0504200789,301,2014-05-01,heavy machine-gun
722,4332,699,0501539081,527,2013-02-02,medic
723,4338,740,0506539151,185,2016-10-12,grandes
724,4344,496,0506642325,835,2017-04-14,scout
725,4350,349,0507886606,731,2016-09-22,medic
726,4356,486,0504520541,899,2014-03-18,scout
727,4362,404,0505305892,500,2014-11-23,commander
728,4368,206,0504139206,675,2016-10-26,anti-air
729,4374,300,0505011673,927,2015-12-05,communication
730,4380,572,0501881038,620,2018-10-26,heavy machine-gun
731,4386,200,0505167471,995,2014-12-25,communication
732,4392,224,0509570725,902,2016-01-29,explosives
733,4398,533,0508757320,551,2015-09-16,driver
734,4404,759,0506838051,337,2013-11-29,driver
735,4410,424,0508624882,680,2013-12-21,medic
736,4416,782,0508111546,878,2012-09-26,explosives
737,4422,303,0501773554,735,2017-12-03,anti-air
738,4428,345,0508299835,249,2012-10-16,scout
739,4434,342,0509227300,676,2015-06-15,commander
740,4440,636,0504253791,96,2015-12-31,explosives
741,4446,419,0504998370,324,2015-01-19,communication
742,4452,620,0508838703,178,2018-09-30,commander
743,4458,291,0504583066,368,2016-06-25,driver
744,4464,773,0505147357,261,2015-09-08,medic
745,4470,252,0506440602,290,2018-01-30,medic
746,4476,329,0506404438,925,2013-01-13,grandes
747,4482,780,0501892440,603,2015-03-22,grandes
748,4488,796,0506943710,592,2014-08-27,medic
749,4494,553,0501331419,865,2013-02-07,driver
750,4500,545,0501556106,207,2013-05-01,anti-air
751,4506,571,0507285392,435,2019-02-09,scout
752,4512,491,0508416410,266,2018-10-26,commander
753,4518,211,0501273006,168,2017-10-09,anti-air
754,4524,308,0501725449,648,2015-03-04,medic
755,4530,563,0503847195,558,2012-07-21,grandes
756,4536,349,0502744901,976,2014-09-05,sniper
757,4542,233,0501957311,297,2011-11-05,heavy machine-gun
758,4548,698,0509943717,441,2015-08-12,explosives
759,4554,632,0506802318,85,2018-10-04,grandes
760,4560,734,0501013189,26,2017-06-14,explosives
761,4566,767,0502751754,572,2012-04-20,scout
762,4572,327,0503693960,634,2016-06-21,communication
763,4578,653,0507607975,114,2012-08-22,medic
764,4584,295,0501413098,224,2015-11-20,scout
765,4590,620,0507685305,86,2014-09-13,sniper
766,4596,307,0509423273,880,2013-11-11,grandes
767,4602,278,0509482751,669,2012-12-20,heavy machine-gun
768,4608,225,0505024366,958,2016-07-04,grandes
769,4614,626,0501041626,57,2017-06-18,explosives
770,4620,520,0502392125,380,2014-07-05,driver
771,4626,388,0509060002,89,2014-10-03,anti-air
772,4632,506,0505480356,754,2017-07-11,explosives
773,4638,620,0504735290,853,2018-10-19,explosives
774,4644,233,0501293668,606,2012-05-31,scout
775,4650,738,0501569735,907,2015-08-19,medic
776,4656,552,0509989700,345,2019-02-14,explosives
777,4662,608,0502918446,516,2013-02-03,communication
778,4668,673,0507806421,826,2016-09-14,scout
779,4674,552,0507288458,401,2017-06-07,driver
780,4680,420,0502863334,448,2017-05-26,scout
781,4686,308,0509716693,666,2015-09-09,communication
782,4692,697,0509336791,838,2013-01-30,driver
783,4698,621,0505647248,857,2012-10-18,commander
784,4704,577,0503959603,723,2012-08-25,anti-air
785,4710,236,0503716092,23,2015-10-09,grandes
786,4716,462,0504276577,951,2017-07-03,heavy machine-gun
787,4722,224,0501104943,935,2016-06-15,grandes
788,4728,753,0506237693,954,2013-11-19,sniper
789,4734,675,0505465859,986,2017-06-15,anti-air
790,4740,309,0504078432,608,2015-10-17,sniper
791,4746,690,0508402828,307,2012-06-27,explosives
792,4752,464,0504607096,143,2017-03-15,medic
793,4758,409,0504821787,333,2016-08-27,driver
794,4764,245,0503496289,84,2015-10-07,driver
795,4770,474,0505381737,883,2013-06-07,commander
796,4776,553,0504774664,446,2014-01-21,commander
797,4782,654,0502479955,560,2017-06-18,explosives
798,4788,458,0508778838,763,2016-12-14,scout
799,4794,430,0504462452,541,2017-11-20,grandes
800,4800,320,0503478869,131,2014-05-11,anti-air
801,4806,755,0506120258,315,2015-11-10,heavy machine-gun
802,4812,735,0504435321,593,2018-10-09,driver
803,4818,226,0509382156,881,2016-07-03,heavy machine-gun
804,4824,733,0501630874,224,2012-10-15,driver
805,4830,748,0502903035,93,2016-06-13,driver
806,4836,558,0508212163,921,2019-03-01,commander
807,4842,583,0509405414,819,2015-08-21,anti-air
808,4848,782,0502463386,308,2016-04-04,sniper
809,4854,740,0502281427,9,2014-08-31,grandes
810,4860,546,0505811320,147,2012-07-23,sniper
811,4866,389,0501753215,147,2018-11-21,driver
812,4872,347,0502107907,221,2016-12-30,sniper
813,4878,603,0509206313,580,2013-02-10,commander
814,4884,229,0509264897,858,2017-08-22,driver
815,4890,542,0503113922,189,2015-07-21,medic
816,4896,420,0503799516,322,2016-10-11,sniper
817,4902,477,0501048576,945,2018-04-29,explosives
818,4908,706,0502083425,868,2012-09-30,sniper
819,4914,297,0505861661,667,2017-09-12,explosives
820,4920,681,0508326056,22,2017-10-29,sniper
821,4926,757,0503969822,394,2018-02-10,grandes
822,4932,715,0503044034,288,2013-02-19,communication
823,4938,359,0505976731,408,2015-06-20,sniper
824,4944,654,0501167925,111,2016-06-30,sniper
825,4950,405,0501087596,757,2018-04-11,medic
826,4956,772,0506982701,896,2015-07-29,explosives
827,4962,671,0509095470,868,2017-04-30,scout
828,4968,559,0508402323,83,2013-03-30,scout
829,4974,676,0504168134,874,2014-04-03,medic
830,4980,470,0504096226,780,2014-08-09,sniper
831,4986,321,0506418158,156,2016-08-04,heavy machine-gun
832,4992,252,0508878985,798,2012-12-21,grandes
833,4998,372,0507004053,68,2015-07-18,sniper
834,5004,761,0506929396,538,2017-12-09,heavy machine-gun
835,5010,679,0506023790,828,2015-04-03,driver
836,5016,617,0502376344,17,2013-04-27,sniper
837,5022,507,0505336072,14,2013-05-21,scout
838,5028,717,0505360090,872,2018-05-20,scout
839,5034,732,0508910952,551,2017-11-14,driver
840,5040,379,0509750465,937,2014-01-30,scout
841,5046,652,0509273490,474,2015-05-23,driver
842,5052,751,0504376904,296,2012-11-15,scout
843,5058,521,0507393505,763,2013-03-08,communication
844,5064,503,0507144546,737,2015-03-31,medic
845,5070,662,0506127192,362,2017-08-29,scout
846,5076,211,0505501554,382,2015-09-11,grandes
847,5082,344,0502278536,830,2014-03-14,communication
848,5088,590,0506238072,759,2015-04-24,heavy machine-gun
849,5094,395,0506591347,876,2017-10-14,scout
850,5100,404,0506396866,20,2014-11-08,heavy machine-gun
851,5106,765,0504746688,825,2013-03-27,communication
852,5112,706,0506359570,674,2016-04-11,commander
853,5118,393,0509548118,332,2018-09-22,driver
854,5124,370,0505365570,198,2018-08-31,heavy machine-gun
855,5130,601,0502885274,869,2017-09-30,medic
856,5136,413,0508217352,835,2014-05-29,heavy machine-gun
857,5142,609,0509250934,674,2018-08-01,medic
858,5148,778,0509031470,229,2015-11-16,heavy machine-gun
859,5154,447,0503717678,807,2014-08-16,driver
860,5160,538,0503494646,521,2015-08-25,grandes
861,5166,710,0503836836,470,2017-01-17,communication
862,5172,452,0506989314,846,2013-08-06,commander
863,5178,302,0506729642,76,2014-06-03,medic
864,5184,490,0507114525,337,2015-08-21,heavy machine-gun
865,5190,604,0509059653,602,2012-07-08,explosives
866,5196,671,0506330898,232,2016-12-04,communication
867,5202,273,0509653062,557,2016-07-17,commander
868,5208,428,0505166642,18,2018-06-27,explosives
869,5214,735,0505917937,568,2015-09-02,grandes
870,5220,312,0507055041,423,2013-04-12,commander
871,5226,267,0503987672,619,2013-07-03,anti-air
872,5232,487,0506685382,451,2012-08-20,explosives
873,5238,630,0509980600,517,2013-04-01,driver
874,5244,317,0501991315,553,2014-07-22,heavy machine-gun
875,5250,532,0509612183,566,2013-08-02,communication
876,5256,690,0508529396,572,2018-05-29,communication
877,5262,720,0502960506,167,2013-11-10,commander
878,5268,554,0505324048,758,2016-11-29,communication
879,5274,315,0501388781,434,2016-02-29,grandes
880,5280,701,0504367621,162,2014-09-04,commander
881,5286,657,0504748303,38,2014-11-01,communication
882,5292,624,0509457591,549,2016-01-14,grandes
883,5298,383,0508047086,477,2015-04-10,medic
884,5304,422,0503330267,59,2012-04-06,driver
885,5310,368,0505343929,570,2014-06-16,explosives
886,5316,704,0508924376,931,2017-02-13,anti-air
887,5322,741,0505165131,574,2012-02-21,scout
888,5328,658,0507775601,825,2013-12-03,driver
889,5334,543,0502392238,122,2013-03-05,anti-air
890,5340,623,0508705444,543,2019-02-08,commander
891,5346,602,0502834771,528,2017-10-20,heavy machine-gun
892,5352,275,0502974294,181,2012-01-31,sniper
893,5358,680,0507060631,960,2019-01-24,explosives
894,5364,358,0501623924,460,2017-12-30,communication
895,5370,257,0503591245,996,2018-01-19,commander
896,5376,231,0502989859,141,2017-03-11,medic
897,5382,372,0508980502,811,2016-03-30,communication
898,5388,674,0507193524,458,2018-09-15,sniper
899,5394,408,0504153124,721,2016-01-11,anti-air
900,5400,226,0501180057,509,2012-07-05,communication
901,5406,776,0507879125,62,2018-01-15,grandes
902,5412,614,0506782384,901,2016-10-01,commander
903,5418,740,0505767059,692,2012-08-28,heavy machine-gun
904,5424,227,0501154811,607,2018-06-14,grandes
905,5430,396,0505957365,234,2012-10-24,grandes
906,5436,580,0506790356,361,2016-11-27,grandes
907,5442,659,0505506473,390,2017-04-10,commander
908,5448,707,0507181108,605,2017-09-27,medic
909,5454,569,0507534315,732,2014-03-10,communication
910,5460,679,0504494681,694,2014-04-24,commander
911,5466,459,0507905847,920,2018-04-07,medic
912,5472,434,0507011972,673,2012-01-12,driver
913,5478,369,0508276662,858,2013-08-21,scout
914,5484,487,0502974833,43,2012-08-19,driver
915,5490,200,0507371537,146,2017-09-06,commander
916,5496,681,0502200457,192,2017-01-31,grandes
917,5502,709,0508655260,550,2017-04-05,heavy machine-gun
918,5508,382,0506883739,858,2016-08-10,medic
919,5514,535,0509179058,818,2018-04-09,heavy machine-gun
920,5520,603,0502318532,429,2018-09-12,driver
921,5526,584,0506849259,701,2012-10-13,scout
922,5532,206,0503076325,495,2014-09-10,heavy machine-gun
923,5538,676,0501568845,696,2015-10-14,explosives
924,5544,667,0503342626,571,2015-11-05,scout
925,5550,225,0507949331,808,2017-05-27,explosives
926,5556,470,0504993710,979,2017-07-12,heavy machine-gun
927,5562,434,0506450306,90,2018-03-31,explosives
928,5568,545,0507255559,833,2016-12-15,heavy machine-gun
929,5574,592,0501291776,318,2015-08-17,heavy machine-gun
930,5580,503,0501843455,290,2018-10-23,communication
931,5586,499,0505952896,183,2016-09-24,medic
932,5592,472,0503440320,344,2017-10-15,commander
933,5598,582,0502736680,881,2016-03-13,heavy machine-gun
934,5604,261,0508847449,270,2016-03-26,medic
935,5610,797,0504290861,623,2017-10-06,scout
936,5616,785,0505638228,747,2015-05-30,explosives
937,5622,511,0507203516,3,2015-03-06,medic
938,5628,304,0509326430,535,2018-07-04,sniper
939,5634,507,0506537901,409,2019-02-09,communication
940,5640,691,0509695896,204,2013-10-30,anti-air
941,5646,531,0506956343,310,2012-04-12,heavy machine-gun
942,5652,722,0508937203,316,2018-11-16,scout
943,5658,586,0506865310,735,2017-06-04,commander
944,5664,493,0502092688,860,2012-04-07,commander
945,5670,782,0504141426,676,2016-07-17,scout
946,5676,775,0506198059,955,2012-08-26,driver
947,5682,426,0508521607,12,2018-01-03,communication
948,5688,459,0503397686,604,2016-06-11,communication
949,5694,315,0506783344,722,2016-09-18,grandes
950,5700,399,0501001854,509,2016-11-01,heavy machine-gun
951,5706,210,0505134821,811,2018-08-25,explosives
952,5712,500,0504332591,453,2013-12-15,commander
953,5718,353,0507684058,803,2013-10-05,communication
954,5724,321,0506686347,368,2017-10-19,communication
955,5730,227,0502262834,757,2012-04-21,grandes
956,5736,619,0505545733,158,2019-01-20,heavy machine-gun
957,5742,384,0503374022,942,2017-12-31,driver
958,5748,509,0502829599,134,2015-08-18,scout
959,5754,720,0509043009,218,2015-07-26,medic
960,5760,702,0504467978,774,2015-07-15,explosives
961,5766,545,0502860325,128,2016-03-16,medic
962,5772,440,0506824178,310,2016-11-22,explosives
963,5778,343,0505626847,929,2018-03-07,communication
964,5784,333,0506663981,913,2013-10-07,sniper
965,5790,624,0507335686,460,2013-03-16,anti-air
966,5796,313,0508257353,32,2017-01-26,driver
967,5802,239,0505396682,674,2014-07-01,heavy machine-gun
968,5808,587,0504237849,177,2014-10-23,sniper
969,5814,379,0502664337,858,2015-07-04,communication
970,5820,259,0505746211,256,2015-02-22,driver
971,5826,794,0509225606,298,2016-09-21,anti-air
972,5832,277,0503250304,419,2018-03-13,communication
973,5838,598,0504372819,758,2015-11-29,explosives
974,5844,380,0504799548,913,2012-04-22,communication
975,5850,750,0502390733,745,2018-08-08,explosives
976,5856,743,0507895953,241,2016-02-16,heavy machine-gun
977,5862,417,0506387787,393,2015-10-01,anti-air
978,5868,381,0501777729,953,2016-11-13,scout
979,5874,743,0505134922,925,2015-07-14,communication
980,5880,496,0507730533,947,2014-12-11,communication
981,5886,710,0504928436,648,2015-04-11,heavy machine-gun
982,5892,739,0505213967,409,2016-01-24,commander
983,5898,258,0504446541,221,2014-08-22,driver
984,5904,325,0503694186,271,2016-08-10,sniper
985,5910,365,0504143710,128,2013-05-16,anti-air
986,5916,360,0508942901,487,2013-10-07,driver
987,5922,404,0504145641,414,2015-01-28,heavy machine-gun
988,5928,417,0508204364,937,2015-12-05,communication
989,5934,499,0504002599,579,2014-10-20,heavy machine-gun
990,5940,532,0509097718,747,2015-12-03,medic
991,5946,337,0508748164,512,2015-11-27,anti-air
992,5952,293,0506834889,92,2013-12-19,heavy machine-gun
993,5958,272,0507024602,627,2014-03-21,heavy machine-gun
994,5964,551,0506866370,948,2018-11-06,grandes
995,5970,388,0505553864,717,2011-10-26,heavy machine-gun
996,5976,663,0503262280,182,2012-06-25,communication
997,5982,797,0509514308,78,2018-10-18,explosives
998,5988,607,0502733420,815,2018-06-26,scout
999,5994,344,0502592059,12,2014-12-10,scout
1000,6000,459,0509058349,561,2015-06-16,driver
1001,6006,583,0504027721,689,2014-09-11,sniper
1002,6012,538,0501262322,807,2012-03-08,grandes
1003,6018,551,0509319654,606,2014-03-12,heavy machine-gun
1004,6024,461,0509259530,315,2015-04-10,sniper
1005,6030,200,0504671141,392,2012-06-09,driver
1006,6036,205,0501216459,606,2017-05-30,grandes
1007,6042,625,0505661677,505,2012-06-05,driver
1008,6048,268,0507891528,643,2016-08-03,anti-air
1009,6054,788,0503765440,207,2018-10-07,heavy machine-gun
1010,6060,246,0506567088,161,2014-10-23,medic
1011,6066,469,0501362648,572,2017-12-02,anti-air
1012,6072,436,0504126791,493,2014-09-25,scout
1013,6078,758,0501607521,615,2017-07-25,scout
1014,6084,289,0502862206,24,2011-10-26,driver
1015,6090,233,0501379781,943,2015-06-25,anti-air
1016,6096,592,0505704703,829,2012-01-29,medic
1017,6102,201,0505369471,206,2017-06-03,medic
1018,6108,613,0501447999,486,2012-11-17,heavy machine-gun
1019,6114,665,0502280999,341,2013-05-18,sniper
1020,6120,318,0503010328,880,2014-07-15,anti-air
1021,6126,403,0509951839,318,2014-05-01,explosives
1022,6132,781,0502921384,950,2015-01-19,sniper
1023,6138,488,0504536936,672,2013-05-25,communication
1024,6144,213,0505474799,273,2014-04-05,driver
1025,6150,358,0506551047,683,2014-05-25,explosives
1026,6156,585,0508477401,22,2012-09-02,communication
1027,6162,455,0507811080,634,2012-12-17,commander
1028,6168,320,0502909282,804,2015-10-01,medic
1029,6174,452,0506156204,816,2016-06-16,heavy machine-gun
1030,6180,560,0509659610,101,2013-06-28,commander
1031,6186,778,0507297143,88,2014-05-11,communication
1032,6192,776,0505695528,147,2018-07-21,communication
1033,6198,214,0508169250,607,2018-10-28,grandes
1034,6204,517,0501109792,933,2014-01-27,explosives
1035,6210,414,0509479765,828,2012-01-12,driver
1036,6216,353,0501803844,150,2013-06-06,heavy machine-gun
1037,6222,578,0508304101,888,2017-12-15,commander
1038,6228,468,0501368714,109,2012-10-17,commander
1039,6234,423,0501157971,466,2018-07-20,scout
1040,6240,379,0507627584,840,2012-10-17,communication
1041,6246,345,0508855698,83,2018-04-01,anti-air
1042,6252,577,0506689115,744,2013-11-24,explosives
1043,6258,582,0503345613,677,2019-03-04,commander
1044,6264,335,0504995876,812,2018-10-01,medic
1045,6270,236,0503149145,875,2018-08-20,medic
1046,6276,776,0509981355,696,2012-03-04,driver
1047,6282,636,0502931013,313,2017-12-10,heavy machine-gun
1048,6288,613,0501673406,328,2014-02-02,driver
1049,6294,726,0507223092,519,2011-12-15,commander
1050,6300,514,0502841147,991,2017-04-15,grandes
1051,6306,268,0508268992,510,2014-10-08,sniper
1052,6312,699,0502256567,806,2015-08-19,sniper
1053,6318,365,0501101129,854,2019-03-09,scout
1054,6324,677,0505639253,433,2015-03-25,scout
1055,6330,606,0503249298,158,2014-05-01,sniper
1056,6336,771,0505160302,752,2018-11-06,medic
1057,6342,441,0509874227,849,2014-06-21,driver
1058,6348,500,0506168986,58,2012-04-10,grandes
1059,6354,209,0505051244,873,2012-05-25,commander
1060,6360,441,0507033959,261,2013-01-09,communication
1061,6366,317,0505693359,23,2014-06-01,grandes
1062,6372,496,0506834105,641,2016-01-26,sniper
1063,6378,301,0503013802,641,2015-04-05,heavy machine-gun
1064,6384,566,0507030188,396,2014-05-16,sniper
1065,6390,421,0506142710,179,2013-11-16,sniper
1066,6396,333,0508550566,342,2018-03-13,explosives
1067,6402,725,0501862179,376,2019-03-12,communication
1068,6408,299,0505730840,970,2016-03-31,sniper
1069,6414,494,0508365810,277,2017-05-03,driver
1070,6420,232,0503192154,196,2016-05-04,commander
1071,6426,579,0502207122,524,2018-03-29,grandes
1072,6432,395,0501737470,934,2011-12-02,explosives
1073,6438,702,0506370078,150,2015-03-11,anti-air
1074,6444,427,0508903693,588,2015-10-14,heavy machine-gun
1075,6450,477,0505758396,902,2016-03-18,driver
1076,6456,361,0503704306,768,2018-02-06,driver
1077,6462,763,0507722387,659,2017-05-20,medic
1078,6468,556,0503994774,976,2019-02-18,explosives
1079,6474,723,0503013479,331,2014-09-06,medic
1080,6480,741,0503731482,216,2014-05-08,explosives
1081,6486,205,0503045645,304,2014-08-17,commander
1082,6492,543,0503820160,769,2012-11-22,grandes
1083,6498,388,0504327268,704,2012-08-26,sniper
1084,6504,219,0507800343,778,2015-05-22,explosives
1085,6510,280,0504171771,241,2013-09-21,grandes
1086,6516,773,0505947042,838,2012-08-19,heavy machine-gun
1087,6522,592,0502700448,628,2012-01-22,explosives
1088,6528,660,0509866870,289,2016-11-25,driver
1089,6534,621,0507094231,586,2011-11-26,medic
1090,6540,332,0507211989,446,2013-11-11,anti-air
1091,6546,219,0507354822,339,2018-01-04,heavy machine-gun
1092,6552,394,0506090388,986,2012-02-26,medic
1093,6558,750,0506521371,99,2015-08-16,communication
1094,6564,700,0506225887,402,2015-02-07,explosives
1095,6570,341,0508050386,963,2016-11-04,driver
1096,6576,250,0505580699,606,2016-11-09,heavy machine-gun
1097,6582,538,0507446959,839,2016-09-19,communication
1098,6588,319,0505355546,972,2015-10-15,commander
1099,6594,277,0508566993,811,2012-06-23,communication
1100,6600,455,0502121119,387,2016-08-28,heavy machine-gun
1101,6606,770,0509661980,171,2013-02-22,explosives
1102,6612,350,0509494344,673,2013-04-22,anti-air
1103,6618,435,0507077556,563,2018-02-12,grandes
1104,6624,394,0509303212,127,2014-04-26,grandes
1105,6630,252,0501676559,652,2014-04-28,medic
1106,6636,709,0504554563,375,2017-09-28,anti-air
1107,6642,465,0503655378,734,2014-07-15,driver
